timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
7116000,7116000,0.9944653,0.008415151,-0.0077042757,-0.10444404,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
7124000,7124000,0.9944604,0.00814944,-0.007295774,-0.10454105,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
7128000,7128000,0.99444544,0.007989233,-0.0074274233,-0.10468627,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
7136000,7136000,0.99443597,0.0076465188,-0.007638669,-0.1047877,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
7140000,7140000,0.99444425,0.007476371,-0.007699435,-0.10471615,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
7144000,7144000,0.99445695,0.0073111667,-0.0077208797,-0.10460565,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
7148000,7148000,0.99446905,0.007293318,-0.007685573,-0.104495384,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
7156000,7156000,0.9944739,0.0075688446,-0.007852509,-0.1044162,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
7160000,7160000,0.99446,0.007676958,-0.0077908006,-0.10454514,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
7164000,7164000,0.99445146,0.007648482,-0.007675493,-0.104637645,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
7168000,7168000,0.9944418,0.00751461,-0.007615934,-0.10474358,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
7172000,7172000,0.99443614,0.007293698,-0.0076636877,-0.10480864,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
7176000,7176000,0.9944466,0.0071314364,-0.007754261,-0.10471459,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
7180000,7180000,0.9944741,0.0071201907,-0.007827345,-0.10444813,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
7184000,7184000,0.99450034,0.0071182624,-0.007899182,-0.104192704,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
7192000,7192000,0.994505,0.007107451,-0.008169977,-0.1041274,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
7196000,7196000,0.994515,0.007222398,-0.008222811,-0.10402003,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
7200000,7200000,0.9945355,0.007237993,-0.008174918,-0.10382708,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
