timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
439085595,439084569,0.7023953,-0.02176312,0.004501682,0.7114401,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
439135366,439134207,0.70262676,-0.022122819,0.004824576,0.71119833,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
439180645,439179296,0.70309246,-0.02247893,0.005307305,0.7107233,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
439234614,439233394,0.7035565,-0.02261539,0.0058386377,0.7102555,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
439284154,439282936,0.7039467,-0.023120128,0.0066364985,0.7098454,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
439333638,439332574,0.7043853,-0.024021879,0.0074023437,0.7093727,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
439383203,439382120,0.70480317,-0.02479707,0.00867691,0.70891637,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
439432785,439431758,0.7051582,-0.02538078,0.010003488,0.708525,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
439482425,439481303,0.7056572,-0.025857719,0.011363416,0.70799035,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
439532007,439530941,0.7059695,-0.025599228,0.01192112,0.70767915,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
439581590,439580486,0.70623183,-0.02524182,0.011158218,0.70744264,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
439635667,439634587,0.7065058,-0.02542759,0.0110487295,0.70716405,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
439680763,439679670,0.7066845,-0.025781536,0.0113440445,0.70696795,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
439730347,439729308,0.7069433,-0.025565377,0.010638942,0.70672804,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
439784576,439783408,0.7071858,-0.0257537,0.010514323,0.7064803,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
439834044,439832954,0.7073008,-0.025666306,0.01074048,0.70636505,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
439883611,439882591,0.70756835,-0.02554325,0.010656411,0.7061028,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
439933449,439932139,0.7076192,-0.025859054,0.011063094,0.70603406,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
439983030,439981775,0.7077583,-0.026744645,0.010957369,0.70586324,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
440032454,440031321,0.70775133,-0.027642941,0.01119571,0.7058318,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
440082019,440080958,0.70784384,-0.028521644,0.010860748,0.70570934,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
440131680,440130504,0.70747954,-0.035115376,0.012990249,0.7057414,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
440181203,440180147,0.70676327,-0.042931322,0.016961632,0.7059426,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
440230665,440229687,0.7059427,-0.04605575,0.01840775,0.7065302,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
440284870,440283789,0.70500535,-0.04546676,0.017446902,0.707528,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
440334568,440333428,0.704021,-0.04293324,0.0148373945,0.708725,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
440384062,440382972,0.7030285,-0.038912494,0.011597482,0.71000165,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
440433696,440432609,0.7020375,-0.03511328,0.00820481,0.7112265,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
